date,classifier,best_params,selected_features,user_inputs,score_mean,score_std,pipe_named_steps,accuracy,precision,recall,f1,scorer_used,scorer_score_mean,scorer_score_std,confusion_matrix,ADD HERE TRAINING SET SIZE,ADD HERE NUM OF RESPONDERS (TRUE POSITIVE + FALSE NEGATIVE),responders_rate,X_train_size
31/12/2022,,"{'kBest__score_func': <function mutual_info_classif at 0x0000026D1F4141F0>, 'kBest__k': 10, 'classifier__min_samples_split': 7, 'classifier__max_leaf_nodes': 19, 'classifier': DecisionTreeClassifier(max_leaf_nodes=19, min_samples_split=7, random_state=42)}","['Pair_Mean_Power_Abs_Beta2_F3-F4', 'Ratio_Relative_Power_Norm_Alpha Over Beta2_C6', 'Ratio_Relative_Power_Norm_Beta1 Over Beta2_F8', 'Ratio_Relative_Power_Norm_Delta Over Beta1_FT8', 'Ratio_Relative_Power_Norm_Delta Over Theta_T7', 'Single_Mean_Power_Abs_Alpha_T8', 'Single_Mean_Power_Abs_Alpha_TP8', 'Single_Mean_Power_Abs_Beta2_F5', 'Single_Mean_Power_Abs_Gamma_TP7', 'Single_Relative_Power_Norm_Gamma_CP2']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'custom_scorer', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",0.775752508,0.048975363,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'corr_drop': CorrelationDropper2(), 'classifier': DecisionTreeClassifier(max_leaf_nodes=19, min_samples_split=7, random_state=42)}",,,,,,,,,,,,
31/12/2022,,"{'kBest__score_func': <function mutual_info_classif at 0x0000026D1F4141F0>, 'kBest__k': 31, 'classifier__n_estimators': 130, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 7, 'classifier__max_features': 24, 'classifier__max_depth': 50, 'classifier__bootstrap': True, 'classifier': RandomForestClassifier(max_depth=50, max_features=24, min_samples_leaf=7,
                       n_estimators=130, random_state=42)}","['Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Delta_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta2_C6', 'Ratio_Relative_Power_Norm_Beta1 Over Beta2_F8', 'Ratio_Relative_Power_Norm_Beta1 Over Beta2_P5', 'Ratio_Relative_Power_Norm_Beta1 Over Beta2_PO4', 'Ratio_Relative_Power_Norm_Delta Over Beta1_FT8', 'Ratio_Relative_Power_Norm_Delta Over Beta1_Pz', 'Ratio_Relative_Power_Norm_Delta Over Beta2_F6', 'Ratio_Relative_Power_Norm_Delta Over Theta_T7', 'Ratio_Relative_Power_Norm_Theta Over Alpha_F2', 'Ratio_Relative_Power_Norm_Theta Over Beta1_F1', 'Ratio_Relative_Power_Norm_Theta Over Beta2_FT8', 'Ratio_Relative_Power_Norm_Theta Over Beta2_Fpz', 'Single_Center_of_Mass_Alpha_PO8', 'Single_Mean_Power_Abs_Alpha_C5', 'Single_Mean_Power_Abs_Alpha_T8', 'Single_Mean_Power_Abs_Alpha_TP8', 'Single_Mean_Power_Abs_Beta1_F8', 'Single_Mean_Power_Abs_Beta1_POz', 'Single_Mean_Power_Abs_Beta2_F5', 'Single_Mean_Power_Abs_Delta_FC2', 'Single_Mean_Power_Abs_Delta_FC4', 'Single_Relative_Power_Norm_Beta1_Iz', 'Single_Relative_Power_Norm_Beta1_PO4', 'Single_Relative_Power_Norm_Beta2_FT8', 'Single_Relative_Power_Norm_Delta_F1', 'Single_Relative_Power_Norm_Delta_Fp2', 'Single_Mean_Power_Abs_Gamma_TP7', 'Single_Relative_Power_Norm_Gamma_CP2']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'custom_scorer', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",0.77647619,0.069447838,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'corr_drop': CorrelationDropper2(), 'classifier': RandomForestClassifier(max_depth=50, max_features=24, min_samples_leaf=7,
                       n_estimators=130, random_state=42)}",,,,,,,,,,,,
31/12/2022,,"{'classifier__min_samples_split': 200, 'classifier__max_depth': 5, 'classifier': GradientBoostingClassifier(max_depth=5, min_samples_split=200, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'custom_scorer', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",0.784940985,0.016656911,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'corr_drop': CorrelationDropper2(), 'classifier': GradientBoostingClassifier(max_depth=5, min_samples_split=200, random_state=42)}",,,,,,,,,,,,
31/12/2022,,"{'kBest__k': 9, 'classifier__learning_rate': 0.05, 'classifier__depth': 7, 'classifier': <catboost.core.CatBoostClassifier object at 0x0000026D1FBC3D30>}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'custom_scorer', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",0.707736314,0.074023518,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'corr_drop': CorrelationDropper2(), 'classifier': <catboost.core.CatBoostClassifier object at 0x0000026D1FBC3D30>}",,,,,,,,,,,,
31/12/2022,"LogisticRegression(C=30, max_iter=10000, random_state=42)","{'kBest__score_func': <function f_classif at 0x000001E53F928F70>, 'kBest__k': 40, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_F3-F4', 'Pair_Mean_Power_Abs_Theta_F7-F8', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_C1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CP1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CP2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CPz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Cz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Iz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_O2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Oz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P6', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO3', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO8', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Pz', 'Ratio_Relative_Power_Norm_Delta Over Theta_AF3', 'Ratio_Relative_Power_Norm_Delta Over Theta_AFz', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fp1', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fpz', 'Single_Mean_Power_Abs_Beta2_F1', 'Single_Mean_Power_Abs_Beta2_F3', 'Single_Mean_Power_Abs_Beta2_F7', 'Single_Mean_Power_Abs_Beta2_Fz', 'Single_Mean_Power_Abs_Delta_Fp2', 'Single_Mean_Power_Abs_Delta_Fpz', 'Single_Relative_Power_Norm_Beta2_F7', 'Single_Relative_Power_Norm_Beta2_Fp1', 'Single_Relative_Power_Norm_Gamma_F7']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'custom_f1_scorer', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",,,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}",0.609756098,0.684210526,0.735849057,0.709090909,custom_f1_scorer,0.706287039,0.059833437,"[[11 18]
 [14 39]]",,,,
31/12/2022,"LogisticRegression(C=2, max_iter=10000, random_state=42)","{'pca__n_components': 11, 'classifier__penalty': 'l2', 'classifier__C': 2, 'classifier': LogisticRegression(C=2, max_iter=10000, random_state=42)}",,"{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'custom_f1_scorer', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",,,"{'scaler': StandardScaler(), 'pca': PCA(), 'corr_drop': CorrelationDropper2(), 'classifier': LogisticRegression(C=2, max_iter=10000, random_state=42)}",0.634146341,0.657534247,0.905660377,0.761904762,custom_f1_scorer,0.759828172,0.049708423,"[[ 4 25]
 [ 5 48]]",,,,
31/12/2022,"LogisticRegression(C=30, max_iter=10000, random_state=42)","{'kBest__score_func': <function f_classif at 0x0000022D6384D510>, 'kBest__k': 40, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_F3-F4', 'Pair_Mean_Power_Abs_Theta_F7-F8', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_C1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CP1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CP2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CPz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Cz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Iz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_O2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Oz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P6', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO3', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO8', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Pz', 'Ratio_Relative_Power_Norm_Delta Over Theta_AF3', 'Ratio_Relative_Power_Norm_Delta Over Theta_AFz', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fp1', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fpz', 'Single_Mean_Power_Abs_Beta2_F1', 'Single_Mean_Power_Abs_Beta2_F3', 'Single_Mean_Power_Abs_Beta2_F7', 'Single_Mean_Power_Abs_Beta2_Fz', 'Single_Mean_Power_Abs_Delta_Fp2', 'Single_Mean_Power_Abs_Delta_Fpz', 'Single_Relative_Power_Norm_Beta2_F7', 'Single_Relative_Power_Norm_Beta2_Fp1', 'Single_Relative_Power_Norm_Gamma_F7']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'custom_f1_scorer', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",,,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}",0.609756098,0.684210526,0.735849057,0.709090909,custom_f1_scorer,0.706287039,0.059833437,"[[11 18]
 [14 39]]",,,,
31/12/2022,"LogisticRegression(C=30, max_iter=10000, random_state=42)","{'kBest__score_func': <function f_classif at 0x000002294136D510>, 'kBest__k': 40, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F7-F8', 'Pair_Mean_Power_Abs_Beta1_F3-F4', 'Pair_Mean_Power_Abs_Beta1_F7-F8', 'Pair_Mean_Power_Abs_Beta2_F3-F4', 'Pair_Mean_Power_Abs_Beta2_F7-F8', 'Pair_Mean_Power_Abs_Delta_P3-P4', 'Pair_Mean_Power_Abs_Theta_C3-C4', 'Pair_Mean_Power_Abs_Theta_F3-F4', 'Pair_Mean_Power_Abs_Theta_F7-F8', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_C1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CP1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CP2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_CPz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Cz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Iz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_O2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Oz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P1', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P2', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_P6', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO3', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO4', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_PO8', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_POz', 'Ratio_Relative_Power_Norm_Alpha Over Beta1_Pz', 'Ratio_Relative_Power_Norm_Delta Over Theta_AF3', 'Ratio_Relative_Power_Norm_Delta Over Theta_AFz', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fp1', 'Ratio_Relative_Power_Norm_Delta Over Theta_Fpz', 'Single_Mean_Power_Abs_Beta2_F1', 'Single_Mean_Power_Abs_Beta2_F3', 'Single_Mean_Power_Abs_Beta2_F7', 'Single_Mean_Power_Abs_Beta2_Fz', 'Single_Mean_Power_Abs_Delta_Fp2', 'Single_Mean_Power_Abs_Delta_Fpz', 'Single_Relative_Power_Norm_Beta2_F7', 'Single_Relative_Power_Norm_Beta2_Fp1', 'Single_Relative_Power_Norm_Gamma_F7']","{'rs': 42, 'X_version': 1, 'split_rows': 1, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'custom_f1_scorer', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",,,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}",0.609756098,0.684210526,0.735849057,0.709090909,custom_f1_scorer,0.706287039,0.059833437,"[[11 18]
 [14 39]]",,,,
31/12/2022,"LogisticRegression(C=30, max_iter=10000, random_state=42)","{'kBest__score_func': <function f_classif at 0x000001DE29D9D510>, 'kBest__k': 5, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Delta_P7-P8', 'Pair_Mean_Power_Abs_Theta_O1-O2', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Beta1 Over Beta2_T7', 'Ratio_Relative_Power_Norm_Delta Over Beta2_P10']","{'rs': 42, 'X_version': 1, 'split_rows': 2, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'custom_f1_scorer', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",,,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}",0.611111111,0.611111111,0.611111111,0.611111111,custom_f1_scorer,0.604761905,0.176640352,"[[11  7]
 [ 7 11]]",,,,
31/12/2022,"LogisticRegression(C=30, max_iter=10000, random_state=42)","{'kBest__score_func': <function f_classif at 0x000001DE29D9D510>, 'kBest__k': 19, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F3-F4', 'Single_Mean_Power_Abs_Beta1_P2', 'Single_Mean_Power_Abs_Beta1_P4', 'Single_Mean_Power_Abs_Beta1_P7', 'Single_Mean_Power_Abs_Beta1_P9', 'Single_Mean_Power_Abs_Beta1_PO7', 'Single_Mean_Power_Abs_Beta1_TP8', 'Single_Mean_Power_Abs_Beta2_O2', 'Single_Mean_Power_Abs_Beta2_P10', 'Single_Mean_Power_Abs_Beta2_P6', 'Single_Mean_Power_Abs_Beta2_P8', 'Single_Mean_Power_Abs_Beta2_PO8', 'Single_Relative_Power_Norm_Delta_CP1', 'Single_Relative_Power_Norm_Delta_CP6', 'Single_Relative_Power_Norm_Delta_Cz', 'Single_Relative_Power_Norm_Delta_Fp2', 'Single_Relative_Power_Norm_Delta_Fpz', 'Single_Relative_Power_Norm_Delta_P6', 'Single_Relative_Power_Norm_Delta_TP8']","{'rs': 42, 'X_version': 1, 'split_rows': 2, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'custom_f1_scorer', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",,,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}",0.875,0.882352941,0.9375,0.909090909,custom_f1_scorer,0.902857143,0.082015429,"[[ 6  2]
 [ 1 15]]",,,,
31/12/2022,"LogisticRegression(C=30, max_iter=10000, random_state=42)","{'kBest__score_func': <function f_classif at 0x000001525813D510>, 'kBest__k': 12, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Delta_F7-F8', 'Pair_Mean_Power_Abs_Delta_P7-P8', 'Pair_Mean_Power_Abs_Theta_O1-O2', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Beta1 Over Beta2_T7', 'Ratio_Relative_Power_Norm_Delta Over Beta2_P10', 'Ratio_Relative_Power_Norm_Delta Over Beta2_P8', 'Ratio_Relative_Power_Norm_Theta Over Beta2_P3', 'Ratio_Relative_Power_Norm_Theta Over Beta2_P5', 'Ratio_Relative_Power_Norm_Theta Over Beta2_TP7', 'Single_Relative_Power_Norm_Beta2_T7', 'Single_Relative_Power_Norm_Beta2_TP7']","{'rs': 42, 'X_version': 1, 'split_rows': 2, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",,,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}",,,,,accuracy,0.607142857,0.17202278,,,,,
31/12/2022,"LogisticRegression(C=30, max_iter=10000, random_state=42)","{'kBest__score_func': <function f_classif at 0x000001525813D510>, 'kBest__k': 19, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F3-F4', 'Single_Mean_Power_Abs_Beta1_P2', 'Single_Mean_Power_Abs_Beta1_P4', 'Single_Mean_Power_Abs_Beta1_P7', 'Single_Mean_Power_Abs_Beta1_P9', 'Single_Mean_Power_Abs_Beta1_PO7', 'Single_Mean_Power_Abs_Beta1_TP8', 'Single_Mean_Power_Abs_Beta2_O2', 'Single_Mean_Power_Abs_Beta2_P10', 'Single_Mean_Power_Abs_Beta2_P6', 'Single_Mean_Power_Abs_Beta2_P8', 'Single_Mean_Power_Abs_Beta2_PO8', 'Single_Relative_Power_Norm_Delta_CP1', 'Single_Relative_Power_Norm_Delta_CP6', 'Single_Relative_Power_Norm_Delta_Cz', 'Single_Relative_Power_Norm_Delta_Fp2', 'Single_Relative_Power_Norm_Delta_Fpz', 'Single_Relative_Power_Norm_Delta_P6', 'Single_Relative_Power_Norm_Delta_TP8']","{'rs': 42, 'X_version': 1, 'split_rows': 2, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",,,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}",,,,,accuracy,0.88,0.09797959,,,,,
31/12/2022,"LogisticRegression(C=30, max_iter=10000, random_state=42)","{'kBest__score_func': <function f_classif at 0x0000028E0ACED510>, 'kBest__k': 12, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Delta_F7-F8', 'Pair_Mean_Power_Abs_Delta_P7-P8', 'Pair_Mean_Power_Abs_Theta_O1-O2', 'Pair_Mean_Power_Abs_Theta_P3-P4', 'Ratio_Relative_Power_Norm_Beta1 Over Beta2_T7', 'Ratio_Relative_Power_Norm_Delta Over Beta2_P10', 'Ratio_Relative_Power_Norm_Delta Over Beta2_P8', 'Ratio_Relative_Power_Norm_Theta Over Beta2_P3', 'Ratio_Relative_Power_Norm_Theta Over Beta2_P5', 'Ratio_Relative_Power_Norm_Theta Over Beta2_TP7', 'Single_Relative_Power_Norm_Beta2_T7', 'Single_Relative_Power_Norm_Beta2_TP7']","{'rs': 42, 'X_version': 1, 'split_rows': 2, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",,,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}",,,,,accuracy,0.607142857,0.17202278,,,,,
31/12/2022,"LogisticRegression(C=30, max_iter=10000, random_state=42)","{'kBest__score_func': <function f_classif at 0x0000028E0ACED510>, 'kBest__k': 19, 'classifier__C': 30, 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}","['Pair_Mean_Power_Abs_Alpha_F3-F4', 'Single_Mean_Power_Abs_Beta1_P2', 'Single_Mean_Power_Abs_Beta1_P4', 'Single_Mean_Power_Abs_Beta1_P7', 'Single_Mean_Power_Abs_Beta1_P9', 'Single_Mean_Power_Abs_Beta1_PO7', 'Single_Mean_Power_Abs_Beta1_TP8', 'Single_Mean_Power_Abs_Beta2_O2', 'Single_Mean_Power_Abs_Beta2_P10', 'Single_Mean_Power_Abs_Beta2_P6', 'Single_Mean_Power_Abs_Beta2_P8', 'Single_Mean_Power_Abs_Beta2_PO8', 'Single_Relative_Power_Norm_Delta_CP1', 'Single_Relative_Power_Norm_Delta_CP6', 'Single_Relative_Power_Norm_Delta_Cz', 'Single_Relative_Power_Norm_Delta_Fp2', 'Single_Relative_Power_Norm_Delta_Fpz', 'Single_Relative_Power_Norm_Delta_P6', 'Single_Relative_Power_Norm_Delta_TP8']","{'rs': 42, 'X_version': 1, 'split_rows': 2, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",,,"{'scaler': StandardScaler(), 'kBest': SelectKBest(), 'classifier': LogisticRegression(C=30, max_iter=10000, random_state=42)}",,,,,accuracy,0.88,0.09797959,,,,,
31/12/2022,"LogisticRegression(C=7, max_iter=10000, random_state=42)","{'pca__n_components': 23, 'classifier__penalty': 'l2', 'classifier__C': 7, 'classifier': LogisticRegression(C=7, max_iter=10000, random_state=42)}",,"{'rs': 42, 'X_version': 1, 'split_rows': 2, 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",,,"{'scaler': StandardScaler(), 'pca': PCA(), 'corr_drop': CorrelationDropper2(), 'classifier': LogisticRegression(C=7, max_iter=10000, random_state=42)}",,,,,accuracy,0.582142857,0.15795246,,,,,
31/12/2022,"LogisticRegression(C=2, max_iter=10000, random_state=42)","{'pca__n_components': 7, 'classifier__penalty': 'l2', 'classifier__C': 2, 'classifier': LogisticRegression(C=2, max_iter=10000, random_state=42)}",,"{'rs': 42, 'X_version': 1, 'split_rows': 'h7', 'drop_out_correlated': False, 'age_under_50': False, 'debug': False, 'exhaustive_grid_search': False, 'classification_type': 'normal', 'scoring_method': 'accuracy', 'both': False, 'cv': 5, 'n_iter': 80, 'n_jobs': 1, 'use_gamma_columns': True}",,,"{'scaler': StandardScaler(), 'pca': PCA(), 'corr_drop': CorrelationDropper2(), 'classifier': LogisticRegression(C=2, max_iter=10000, random_state=42)}",,,,,accuracy,0.79,0.128062485,,,,,
